leg_state,treat_out,response,leg_democrat,leg_race,leg_gen
VT,0,1,1,1,0
VT,0,1,1,1,0
VT,1,0,1,1,0
VT,0,0,0,1,0
VT,1,0,1,1,0
VT,0,0,1,1,1
VT,1,0,1,1,1
VT,1,0,1,1,1
VT,1,0,1,1,0
VT,0,1,0,1,0
VT,1,0,1,1,0
VT,1,0,0,1,0
VT,1,0,1,1,1
VT,0,0,1,1,0
VT,1,0,0,1,0
VT,1,1,0,1,1
WA,1,1,1,1,0
WA,1,0,1,1,0
WA,0,1,1,1,1
WA,0,1,0,1,0
WA,0,1,0,1,0
WA,0,1,0,1,1
WA,1,1,0,1,0
WA,1,0,0,1,0
WA,0,1,0,1,0
WA,0,1,0,1,0
WA,0,0,0,1,0
WA,1,0,0,1,1
WA,0,0,1,1,0
WA,1,0,0,1,0
WA,0,1,1,1,0
WA,1,0,0,1,1
WA,0,1,0,1,0
WA,1,0,0,1,0
WA,1,1,0,1,0
WA,0,1,0,1,0
WA,1,1,0,1,0
WA,0,1,0,1,0
WA,1,0,0,1,0
WA,0,1,0,1,1
WA,1,0,0,1,1
WA,1,0,1,1,1
WA,1,0,1,6,0
WA,0,1,1,3,1
WA,0,1,0,1,0
WA,0,1,0,1,0
WA,1,0,0,1,1
WA,0,0,0,1,1
WA,1,1,0,1,0
WA,0,1,0,1,0
WA,1,0,0,1,0
WA,0,1,0,1,0
WA,0,1,0,1,0
WA,1,0,0,1,0
WA,0,1,0,1,0
WA,1,1,0,1,1
WA,1,0,0,1,0
WA,1,1,1,1,0
WA,1,0,1,1,1
WA,1,0,0,1,0
WA,1,1,0,1,0
WA,1,0,0,3,1
WA,1,1,0,1,0
WA,1,0,1,1,0
WA,0,1,1,1,0
WA,0,0,1,1,0
WA,1,1,0,1,0
WA,0,1,0,1,0
WA,0,1,0,1,0
WA,0,1,1,1,0
WA,0,1,1,1,1
WA,0,1,1,6,0
WA,0,0,1,1,0
WA,1,0,1,1,0
WA,0,0,1,1,1
WA,0,1,1,1,1
WA,0,0,1,1,1
WA,0,1,1,1,0
WA,1,0,1,1,1
WA,0,0,1,1,0
WA,1,0,1,1,0
WA,1,1,1,1,1
WA,1,0,0,1,0
WA,1,0,1,1,0
WA,0,1,0,1,1
WA,0,1,1,1,0
WA,1,0,1,1,0
WA,1,0,1,1,1
WA,0,1,1,1,0
WA,1,0,1,1,1
WA,1,1,1,1,1
WA,0,0,1,1,0
WA,0,1,0,1,0
WA,1,0,1,1,0
WA,1,0,1,1,0
WA,1,0,1,2,1
WA,1,1,0,1,0
WA,0,1,1,1,0
WA,1,1,1,1,1
WA,0,1,1,1,0
WA,1,0,0,1,0
WA,0,1,0,1,1
WA,0,0,1,1,1
WA,1,1,1,1,1
WA,0,1,1,1,1
WA,1,1,1,1,0
WA,0,1,1,1,1
WA,1,1,1,1,1
WA,0,0,1,1,1
WA,1,0,1,1,1
WA,1,0,1,1,0
WA,1,0,1,1,0
WA,0,1,1,1,1
WA,1,1,1,1,0
WA,0,0,1,6,1
WA,0,0,1,2,0
WA,0,1,1,1,0
WA,1,1,1,1,0
WA,1,1,1,4,0
WA,1,0,1,1,1
WA,0,1,0,1,0
WA,1,0,0,1,0
WA,0,1,0,1,1
WA,1,0,1,1,0
WA,0,0,1,4,0
WA,0,1,1,1,0
WA,1,1,1,1,1
WA,1,0,1,1,1
WA,0,0,1,1,1
WA,1,0,0,1,0
WA,0,1,0,1,0
WA,0,0,0,1,0
WA,1,0,1,1,0
WA,1,0,1,1,0
WA,0,1,1,1,0
WA,1,1,1,1,0
WA,0,1,1,1,0
WA,1,0,1,3,1
WA,1,0,1,1,0
WA,0,1,1,1,0
WA,1,1,1,1,0
WA,0,0,1,1,0
WA,0,0,1,4,1
WA,0,1,1,1,0
WA,0,1,1,1,1
WA,0,1,1,1,0
WA,0,1,1,1,0
WA,0,1,1,1,0
WA,1,1,1,1,0
WI,0,0,0,1,0
WI,0,1,0,1,0
WI,0,1,1,1,0
WI,0,1,0,1,0
WI,1,0,0,1,0
WI,1,1,1,1,0
WI,1,0,0,1,0
WI,0,1,1,2,1
WI,0,1,1,1,0
WI,1,1,1,1,0
WI,0,0,0,1,0
WI,0,1,1,1,1
WI,1,1,0,1,1
WI,1,1,0,1,0
WI,1,1,0,1,1
WI,1,0,0,1,0
WI,1,0,1,1,0
WI,1,0,1,1,0
WI,1,0,1,1,0
WI,0,1,0,1,0
WI,0,1,0,1,1
WI,1,1,0,1,0
WI,1,0,1,1,0
WI,0,0,1,1,1
WI,0,0,1,1,0
WI,1,1,0,1,0
WI,0,1,0,1,0
WI,1,0,0,1,0
WI,0,1,1,1,1
WI,1,1,0,1,0
WI,0,1,0,1,0
WI,0,0,1,1,0
WI,0,1,1,1,1
WI,1,1,1,1,0
WI,1,1,0,1,0
WI,1,0,0,1,0
WI,1,1,1,1,1
WI,0,1,1,1,0
WI,0,1,1,1,0
WI,0,0,1,1,0
WI,1,0,1,1,0
WI,1,0,0,1,0
WI,0,1,1,1,0
WI,1,0,1,1,1
WI,0,1,0,1,1
WI,0,0,0,1,0
WI,1,0,1,1,0
WI,0,0,0,1,1
WI,0,1,1,1,0
WI,1,0,0,1,0
WI,0,1,1,1,1
WI,0,1,0,1,0
WI,0,1,0,1,0
WI,1,0,0,1,0
WI,0,0,0,1,0
WI,1,0,0,1,0
WI,1,0,0,1,0
WI,1,0,0,1,0
WI,0,1,1,1,0
WI,0,1,0,1,0
WI,0,0,0,1,0
WI,1,1,0,1,0
WI,1,0,0,1,1
WI,0,1,1,1,0
WI,0,0,1,1,0
WI,1,0,1,1,0
WI,1,0,1,1,0
WI,1,0,1,1,0
WI,0,1,0,1,0
WI,0,1,1,1,0
WI,1,0,1,1,0
WI,1,0,0,1,0
WI,0,1,1,1,0
WI,0,0,0,1,0
WI,0,1,0,1,0
WI,0,1,1,1,0
WI,1,0,0,1,0
WI,0,0,0,1,0
WI,0,0,1,1,1
WI,1,0,0,1,1
WI,0,1,0,1,0
WI,1,0,0,1,0
WI,0,1,1,2,0
WI,1,0,1,1,0
WI,0,1,0,1,0
WI,0,0,1,1,0
WI,0,1,1,1,0
WI,1,0,0,1,1
WI,0,0,0,1,0
WI,0,1,0,1,0
WI,1,1,1,1,1
WI,0,1,1,1,0
WI,1,1,1,1,0
WI,1,0,1,1,0
WI,1,0,1,1,0
WI,0,1,1,1,1
WI,1,0,1,1,1
WI,1,0,1,1,0
WI,0,1,1,1,0
WI,0,1,1,1,1
WI,0,1,0,1,0
WI,1,0,1,1,1
WI,0,1,0,1,0
WI,1,1,0,1,0
WI,1,0,1,1,1
WI,1,1,0,1,0
WI,0,1,0,1,1
WI,1,1,1,1,0
WI,0,1,0,1,0
WI,1,1,0,1,0
WI,0,1,1,1,0
WI,1,1,1,1,0
WI,0,1,1,1,0
WI,0,1,0,1,0
WI,0,1,1,1,1
WI,1,0,0,1,0
WI,0,1,0,1,0
WI,1,0,0,1,0
WI,0,1,0,1,0
WV,0,1,1,1,0
WV,1,0,0,1,0
WV,0,0,1,1,0
WV,1,1,1,1,0
WV,1,0,1,1,0
WV,1,0,1,1,0
WV,0,1,1,1,0
WV,1,0,1,1,0
WV,0,0,1,2,0
WV,0,1,1,1,0
WV,0,1,0,1,1
WV,1,0,0,1,0
WV,1,0,1,1,0
WV,1,0,1,1,0
WV,0,0,0,1,0
WV,1,0,0,1,1
WV,1,0,1,1,0
WV,1,0,1,1,0
WV,0,1,1,1,0
WV,1,0,0,1,0
WV,1,0,1,1,0
WV,1,1,1,1,0
WV,0,0,0,1,0
WV,0,1,1,1,0
WV,0,0,1,1,0
WV,0,0,0,1,0
WV,0,0,0,1,0
WV,1,0,1,1,0
WV,0,1,1,1,0
WV,1,0,1,1,0
WV,0,0,0,1,0
WV,0,1,0,1,0
WV,1,0,0,1,0
WV,0,0,0,1,0
WV,1,0,0,1,0
WV,1,0,1,1,0
WV,0,1,1,1,0
WV,0,0,0,1,0
WV,0,0,1,1,0
WV,0,0,1,1,0
WV,0,0,1,1,0
WV,0,0,1,1,0
WV,0,0,0,1,1
WV,1,1,0,1,0
WV,1,1,0,1,0
WV,1,0,1,1,0
WV,1,0,1,1,0
WV,1,1,0,1,1
WV,1,0,1,1,0
WV,0,0,0,1,0
WV,0,0,1,1,0
WV,1,0,0,1,1
WV,0,0,1,1,0
WV,0,0,1,1,0
WV,0,0,1,1,0
WV,0,0,1,1,0
WV,0,1,1,1,0
WV,0,0,1,1,0
WV,0,0,1,1,0
WV,0,0,1,1,0
WV,1,0,1,1,0
WV,1,0,1,1,0
WV,0,1,1,1,0
WV,1,0,1,1,0
WV,1,0,1,1,0
WV,1,0,1,1,1
WV,1,1,1,1,0
WV,1,0,1,2,0
WV,1,0,0,1,0
WV,1,0,0,1,0
WV,1,0,1,1,0
WV,0,0,1,1,0
WV,0,1,0,1,1
WV,0,0,1,1,1
WV,1,0,1,1,0
WV,1,0,1,1,1
WV,0,0,0,1,0
WV,1,1,1,1,0
WV,0,1,1,1,0
WV,1,0,1,1,1
WV,1,0,1,1,0
WV,0,0,1,1,0
WV,0,0,1,1,1
WV,1,0,1,1,1
WV,1,0,1,1,1
WV,0,0,1,1,0
WV,0,0,1,1,1
WV,0,1,1,1,0
WV,1,1,0,1,0
WV,0,0,0,1,0
WV,1,0,0,1,0
WV,0,1,1,1,0
WV,0,1,1,1,0
WV,1,0,1,1,0
WV,1,0,1,1,0
WV,0,0,1,1,0
WV,0,0,1,1,0
WV,0,1,1,1,1
WV,1,0,0,1,0
WV,1,0,1,1,1
WV,1,0,1,1,0
WV,1,0,1,1,0
WV,0,0,1,1,0
WV,0,1,1,1,0
WV,1,0,1,1,0
WV,0,0,1,1,0
WV,0,1,1,1,0
WV,0,0,1,1,1
WV,1,0,1,1,0
WV,1,0,1,1,0
WV,1,1,1,1,0
WV,0,0,0,1,0
WV,0,1,0,1,0
WV,0,0,0,1,0
WV,1,0,0,1,0
WV,1,0,0,1,0
WV,0,1,0,1,0
WV,0,1,0,1,0
WV,1,0,0,1,0
WV,0,0,1,2,0
WV,0,1,1,1,0
WV,0,0,1,1,1
WY,1,0,0,1,0
WY,1,0,0,1,0
WY,1,0,1,1,0
WY,0,1,0,1,0
WY,1,0,0,1,0
WY,0,0,0,1,0
WY,0,1,0,1,0
WY,1,0,0,1,0
WY,0,1,0,1,0
WY,1,0,0,1,0
WY,1,0,0,1,0
WY,0,0,0,1,0
WY,1,0,0,1,0
WY,0,1,1,1,0
WY,1,0,0,1,0
WY,0,0,0,1,0
WY,1,0,1,1,0
WY,0,1,0,1,1
WY,1,0,1,1,0
WY,0,0,1,1,1
WY,1,0,1,1,0
WY,0,0,0,1,0
WY,0,1,0,1,0
WY,1,0,1,1,0
WY,0,0,1,1,1
WY,0,0,1,1,0
WY,0,0,0,1,0
WY,1,0,1,1,1
WY,0,1,0,1,0
WY,0,1,0,1,0
WY,1,0,0,1,0
WY,1,0,0,1,0
WY,1,0,0,1,0
WY,1,0,0,1,1
WY,1,0,0,1,0
WY,0,1,0,1,0
WY,0,0,0,1,0
WY,1,1,0,1,0
WY,1,0,0,1,0
WY,0,1,0,1,0
WY,1,0,0,1,0
WY,1,0,0,1,0
WY,0,1,0,1,0
WY,1,1,0,1,0
WY,1,1,0,1,1
WY,1,1,0,1,0
WY,1,0,1,1,1
WY,1,1,0,1,0
WY,1,0,0,1,1
WY,0,1,0,1,0
WY,1,1,0,1,0
WY,1,0,0,1,0
WY,1,0,0,1,0
WY,1,1,1,4,0
WY,1,0,0,1,0
WY,1,0,0,1,0
WY,0,0,1,1,1
WY,0,0,0,1,0
WY,0,1,1,1,0
WY,1,1,0,1,0
WY,1,1,0,1,0
WY,1,0,1,1,0
WY,1,0,0,1,0
WY,0,1,0,1,0
WY,0,1,1,1,0
WY,0,0,0,1,0
WY,0,0,0,1,1
WY,0,1,0,1,1
WY,0,1,0,1,0
WY,0,1,0,1,0
WY,1,1,1,1,0
WY,0,0,1,1,0
